colour	x	y	showSelected1	PANEL	group
#8DD3C7	1490374800	-3	Wunderground	2	1
#8DD3C7	1490461200	-0.277777777777778	Wunderground	2	1
#8DD3C7	1490547600	3	Wunderground	2	1
#8DD3C7	1490634000	2	Wunderground	2	1
#8DD3C7	1490720400	3	Wunderground	2	1
#8DD3C7	1490806800	2	Wunderground	2	1
#8DD3C7	1490893200	1.16666666666667	Wunderground	2	1
#8DD3C7	1490979600	1.30555555555556	Wunderground	2	1
#8DD3C7	1491066000	2.25	Wunderground	2	1
#8DD3C7	1491152400	3.88888888888889	Wunderground	2	1
#8DD3C7	1491238800	4.38888888888889	Wunderground	2	1
#8DD3C7	1491325200	5.16666666666667	Wunderground	2	1
#8DD3C7	1491411600	3.5	Wunderground	2	1
#8DD3C7	1491498000	2.88888888888889	Wunderground	2	1
#8DD3C7	1491584400	3.33333333333333	Wunderground	2	1
#8DD3C7	1491670800	9.88888888888889	Wunderground	2	1
#8DD3C7	1491757200	17.6944444444444	Wunderground	2	1
#8DD3C7	1491843600	6.27777777777778	Wunderground	2	1
#8DD3C7	1491930000	6.27777777777778	Wunderground	2	1
#8DD3C7	1492016400	8.5	Wunderground	2	1
#8DD3C7	1492102800	11.0555555555556	Wunderground	2	1
#8DD3C7	1492189200	11.3888888888889	Wunderground	2	1
#8DD3C7	1492275600	13.3333333333333	Wunderground	2	1
#8DD3C7	1492362000	7.25	Wunderground	2	1
#8DD3C7	1492448400	5.63888888888889	Wunderground	2	1
#8DD3C7	1492534800	7.25	Wunderground	2	1
#8DD3C7	1492621200	8.11111111111111	Wunderground	2	1
#8DD3C7	1492707600	8.77777777777778	Wunderground	2	1
#8DD3C7	1492794000	8	Wunderground	2	1
#8DD3C7	1492880400	10.7777777777778	Wunderground	2	1
#8DD3C7	1492966800	5.55555555555556	Wunderground	2	1
#8DD3C7	1493053200	9.19444444444444	Wunderground	2	1
#8DD3C7	1493139600	10.6111111111111	Wunderground	2	1
#8DD3C7	1493226000	13.8888888888889	Wunderground	2	1
#8DD3C7	1493312400	15.7777777777778	Wunderground	2	1
#8DD3C7	1493398800	15.5555555555556	Wunderground	2	1
#8DD3C7	1493485200	5.55555555555556	Wunderground	2	1
#8DD3C7	1493571600	7.94444444444445	Wunderground	2	1
#8DD3C7	1493658000	12.9444444444444	Wunderground	2	1
#8DD3C7	1493744400	8.88888888888889	Wunderground	2	1
#8DD3C7	1493830800	11.6944444444444	Wunderground	2	1
#8DD3C7	1493917200	8.38888888888889	Wunderground	2	1
#8DD3C7	1494003600	14.4444444444444	Wunderground	2	1
#8DD3C7	1494090000	8.77777777777778	Wunderground	2	1
#8DD3C7	1494176400	3.33333333333333	Wunderground	2	1
#8DD3C7	1494262800	5.08333333333333	Wunderground	2	1
#8DD3C7	1494349200	9.5	Wunderground	2	1
#8DD3C7	1494435600	9.61111111111111	Wunderground	2	1
#8DD3C7	1494522000	14.2777777777778	Wunderground	2	1
#8DD3C7	1494608400	12.9444444444444	Wunderground	2	1
#8DD3C7	1494694800	10	Wunderground	2	1
#8DD3C7	1494781200	16.0833333333333	Wunderground	2	1
#8DD3C7	1494867600	16.8055555555556	Wunderground	2	1
#8DD3C7	1494954000	22.5	Wunderground	2	1
#8DD3C7	1495040400	26.2222222222222	Wunderground	2	1
#8DD3C7	1495126800	15.3611111111111	Wunderground	2	1
#8DD3C7	1495213200	11.0555555555556	Wunderground	2	1
#8DD3C7	1495299600	16.2777777777778	Wunderground	2	1
#8DD3C7	1495386000	11.6666666666667	Wunderground	2	1
#8DD3C7	1495472400	16.4444444444444	Wunderground	2	1
#8DD3C7	1495558800	16.6111111111111	Wunderground	2	1
#8DD3C7	1495645200	14.8888888888889	Wunderground	2	1
#8DD3C7	1495731600	12.7777777777778	Wunderground	2	1
#8DD3C7	1495818000	17.25	Wunderground	2	1
#8DD3C7	1495904400	19.9444444444444	Wunderground	2	1
#8DD3C7	1495990800	14.4444444444444	Wunderground	2	1
#8DD3C7	1496077200	14.7222222222222	Wunderground	2	1
#8DD3C7	1496163600	17.2222222222222	Wunderground	2	1
#8DD3C7	1496250000	15.3888888888889	Wunderground	2	1
#8DD3C7	1496336400	11.1111111111111	Wunderground	2	1
#8DD3C7	1496422800	12.1111111111111	Wunderground	2	1
#8DD3C7	1496509200	17.3055555555556	Wunderground	2	1
#8DD3C7	1496595600	14.4444444444444	Wunderground	2	1
#8DD3C7	1496682000	12.2222222222222	Wunderground	2	1
#8DD3C7	1496768400	20.2777777777778	Wunderground	2	1
#8DD3C7	1496854800	22.0833333333333	Wunderground	2	1
#8DD3C7	1496941200	21.6666666666667	Wunderground	2	1
#8DD3C7	1497027600	19.1944444444444	Wunderground	2	1
#8DD3C7	1497114000	27.2777777777778	Wunderground	2	1
#8DD3C7	1497200400	26.7222222222222	Wunderground	2	1
#8DD3C7	1497286800	24.4444444444444	Wunderground	2	1
#8DD3C7	1497373200	17.2222222222222	Wunderground	2	1
#8DD3C7	1497459600	19.8888888888889	Wunderground	2	1
#8DD3C7	1497546000	16.3888888888889	Wunderground	2	1
#8DD3C7	1497632400	22.9444444444444	Wunderground	2	1
#8DD3C7	1497718800	26.6666666666667	Wunderground	2	1
#8DD3C7	1497805200	23.2222222222222	Wunderground	2	1
#8DD3C7	1497891600	20.3888888888889	Wunderground	2	1
#8DD3C7	1497978000	17.7777777777778	Wunderground	2	1
#8DD3C7	1498064400	19.1111111111111	Wunderground	2	1
#8DD3C7	1498150800	19.6111111111111	Wunderground	2	1
#8DD3C7	1498237200	21.6111111111111	Wunderground	2	1
#8DD3C7	1498323600	17.5555555555556	Wunderground	2	1
#8DD3C7	1498410000	17.7777777777778	Wunderground	2	1
#8DD3C7	1498496400	15.7777777777778	Wunderground	2	1
#8DD3C7	1498582800	17.5	Wunderground	2	1
#8DD3C7	1498669200	16.6111111111111	Wunderground	2	1
#8DD3C7	1498755600	17.3611111111111	Wunderground	2	1
#8DD3C7	1498842000	21.3333333333333	Wunderground	2	1
#8DD3C7	1498928400	19.7222222222222	Wunderground	2	1
#8DD3C7	1499014800	20.7222222222222	Wunderground	2	1
#8DD3C7	1499101200	21.3888888888889	Wunderground	2	1
#8DD3C7	1499187600	23.3333333333333	Wunderground	2	1
#8DD3C7	1499274000	24.2777777777778	Wunderground	2	1
#8DD3C7	1499360400	22.2777777777778	Wunderground	2	1
#8DD3C7	1499446800	20.1111111111111	Wunderground	2	1
#8DD3C7	1499533200	19.7777777777778	Wunderground	2	1
#8DD3C7	1499619600	21	Wunderground	2	1
#8DD3C7	1499706000	22.2222222222222	Wunderground	2	1
#8DD3C7	1499792400	18.3333333333333	Wunderground	2	1
#8DD3C7	1499878800	16.6666666666667	Wunderground	2	1
#8DD3C7	1499965200	18	Wunderground	2	1
#8DD3C7	1500051600	19.4722222222222	Wunderground	2	1
#8DD3C7	1500138000	22.8333333333333	Wunderground	2	1
#8DD3C7	1500224400	21.1111111111111	Wunderground	2	1
#8DD3C7	1500310800	23.25	Wunderground	2	1
#8DD3C7	1500397200	23.1111111111111	Wunderground	2	1
#8DD3C7	1500483600	23.3611111111111	Wunderground	2	1
#8DD3C7	1500570000	21.7777777777778	Wunderground	2	1
#8DD3C7	1500656400	21.1944444444444	Wunderground	2	1
#8DD3C7	1500742800	20.6944444444444	Wunderground	2	1
#8DD3C7	1500829200	15.7222222222222	Wunderground	2	1
#8DD3C7	1500915600	17.1666666666667	Wunderground	2	1
#8DD3C7	1501002000	20.6111111111111	Wunderground	2	1
#8DD3C7	1501088400	20.5555555555556	Wunderground	2	1
#8DD3C7	1501174800	19.5833333333333	Wunderground	2	1
#8DD3C7	1501261200	18.7222222222222	Wunderground	2	1
#8DD3C7	1501347600	23.3333333333333	Wunderground	2	1
#8DD3C7	1501434000	22.3055555555556	Wunderground	2	1
#8DD3C7	1501520400	21.9444444444444	Wunderground	2	1
#8DD3C7	1501606800	22	Wunderground	2	1
#8DD3C7	1501693200	22.2777777777778	Wunderground	2	1
#8DD3C7	1501779600	21.6666666666667	Wunderground	2	1
#8DD3C7	1501866000	19.5	Wunderground	2	1
#8DD3C7	1501952400	17.2222222222222	Wunderground	2	1
#8DD3C7	1502038800	17.9444444444444	Wunderground	2	1
#8DD3C7	1502125200	19.1388888888889	Wunderground	2	1
#8DD3C7	1502211600	20	Wunderground	2	1
#8DD3C7	1502298000	20.2222222222222	Wunderground	2	1
#8DD3C7	1502384400	22.8888888888889	Wunderground	2	1
#8DD3C7	1502470800	20.0833333333333	Wunderground	2	1
#8DD3C7	1502557200	22	Wunderground	2	1
#8DD3C7	1502643600	21.1111111111111	Wunderground	2	1
#8DD3C7	1502730000	20.8888888888889	Wunderground	2	1
#8DD3C7	1502816400	18.8888888888889	Wunderground	2	1
#8DD3C7	1502902800	19.8055555555556	Wunderground	2	1
#8DD3C7	1502989200	19.5	Wunderground	2	1
#8DD3C7	1503075600	21.1111111111111	Wunderground	2	1
#8DD3C7	1503162000	22.4444444444444	Wunderground	2	1
#8DD3C7	1503248400	25	Wunderground	2	1
#8DD3C7	1503334800	22.6944444444444	Wunderground	2	1
#8DD3C7	1503421200	19.6111111111111	Wunderground	2	1
#8DD3C7	1503507600	16.3055555555556	Wunderground	2	1
#8DD3C7	1503594000	17.3888888888889	Wunderground	2	1
#8DD3C7	1503680400	16.9722222222222	Wunderground	2	1
#8DD3C7	1503766800	18.2777777777778	Wunderground	2	1
#8DD3C7	1503853200	18.6111111111111	Wunderground	2	1
#8DD3C7	1503939600	19.0277777777778	Wunderground	2	1
#8DD3C7	1504026000	19.6111111111111	Wunderground	2	1
#8DD3C7	1504112400	15.5833333333333	Wunderground	2	1
#8DD3C7	1504198800	13	Wunderground	2	1
#8DD3C7	1504285200	12	Wunderground	2	1
#8DD3C7	1504371600	12.8888888888889	Wunderground	2	1
#8DD3C7	1504458000	18.8888888888889	Wunderground	2	1
#8DD3C7	1504544400	18.5277777777778	Wunderground	2	1
#8DD3C7	1504630800	16.2777777777778	Wunderground	2	1
#8DD3C7	1504717200	15	Wunderground	2	1
#8DD3C7	1504803600	14.3888888888889	Wunderground	2	1
#8DD3C7	1504890000	13.8888888888889	Wunderground	2	1
#8DD3C7	1504976400	15.7777777777778	Wunderground	2	1
#8DD3C7	1505062800	18.3333333333333	Wunderground	2	1
#8DD3C7	1505149200	20.0555555555556	Wunderground	2	1
#8DD3C7	1505235600	17.9166666666667	Wunderground	2	1
#8DD3C7	1505322000	19.2222222222222	Wunderground	2	1
#8DD3C7	1505408400	21.25	Wunderground	2	1
#8DD3C7	1505494800	22.1111111111111	Wunderground	2	1
#8DD3C7	1505581200	22.1944444444444	Wunderground	2	1
#8DD3C7	1505667600	20.8333333333333	Wunderground	2	1
#8DD3C7	1505754000	22.1666666666667	Wunderground	2	1
#8DD3C7	1505840400	20.8888888888889	Wunderground	2	1
#8DD3C7	1505926800	20	Wunderground	2	1
#8DD3C7	1506013200	19.9444444444444	Wunderground	2	1
#8DD3C7	1506099600	24.4444444444444	Wunderground	2	1
#8DD3C7	1506186000	25.5555555555556	Wunderground	2	1
#8DD3C7	1506272400	25.5833333333333	Wunderground	2	1
#8DD3C7	1506358800	25.0833333333333	Wunderground	2	1
#8DD3C7	1506445200	23.8888888888889	Wunderground	2	1
#8DD3C7	1506531600	14.2777777777778	Wunderground	2	1
#8DD3C7	1506618000	11.6111111111111	Wunderground	2	1
#8DD3C7	1506704400	10.2777777777778	Wunderground	2	1
#8DD3C7	1506790800	12.7222222222222	Wunderground	2	1
#8DD3C7	1506877200	15.2222222222222	Wunderground	2	1
#8DD3C7	1506963600	15.5555555555556	Wunderground	2	1
#8DD3C7	1507050000	18.6666666666667	Wunderground	2	1
#8DD3C7	1507136400	16.1111111111111	Wunderground	2	1
#8DD3C7	1507222800	14.7777777777778	Wunderground	2	1
#8DD3C7	1507309200	14.25	Wunderground	2	1
#8DD3C7	1507395600	19.4166666666667	Wunderground	2	1
#8DD3C7	1507482000	16.6666666666667	Wunderground	2	1
#8DD3C7	1507568400	16.0555555555556	Wunderground	2	1
#8DD3C7	1507654800	9.88888888888889	Wunderground	2	1
#8DD3C7	1507741200	12	Wunderground	2	1
#8DD3C7	1507827600	15.4722222222222	Wunderground	2	1
#8DD3C7	1507914000	15.7777777777778	Wunderground	2	1
#8DD3C7	1508000400	16.1111111111111	Wunderground	2	1
#8DD3C7	1508086800	6.66666666666667	Wunderground	2	1
#8DD3C7	1508173200	6.19444444444444	Wunderground	2	1
#8DD3C7	1508259600	14.4444444444444	Wunderground	2	1
#8DD3C7	1508346000	15.6111111111111	Wunderground	2	1
#8DD3C7	1508432400	14.2222222222222	Wunderground	2	1
#8DD3C7	1508518800	15.5833333333333	Wunderground	2	1
#8DD3C7	1508605200	13.5555555555556	Wunderground	2	1
#8DD3C7	1508691600	18.1111111111111	Wunderground	2	1
#8DD3C7	1508778000	17.2222222222222	Wunderground	2	1
#8DD3C7	1508864400	13.8055555555556	Wunderground	2	1
#8DD3C7	1508950800	10.5277777777778	Wunderground	2	1
#8DD3C7	1509037200	8.33333333333333	Wunderground	2	1
#8DD3C7	1509123600	15	Wunderground	2	1
#8DD3C7	1509210000	10	Wunderground	2	1
#8DD3C7	1509296400	10.2777777777778	Wunderground	2	1
#8DD3C7	1509382800	7.30555555555556	Wunderground	2	1
#8DD3C7	1509469200	5.38888888888889	Wunderground	2	1
#8DD3C7	1509555600	12.2222222222222	Wunderground	2	1
#8DD3C7	1509642000	11.7222222222222	Wunderground	2	1
#8DD3C7	1509728400	3.83333333333333	Wunderground	2	1
#8DD3C7	1509814800	9	Wunderground	2	1
#8DD3C7	1509901200	12.1111111111111	Wunderground	2	1
#8DD3C7	1509987600	1.66666666666667	Wunderground	2	1
#8DD3C7	1510074000	4.55555555555556	Wunderground	2	1
#8DD3C7	1510160400	5.66666666666667	Wunderground	2	1
#8DD3C7	1510246800	-5.61111111111111	Wunderground	2	1
#8DD3C7	1510333200	-4.72222222222222	Wunderground	2	1
#8DD3C7	1510419600	-2.11111111111111	Wunderground	2	1
#8DD3C7	1510506000	-0.277777777777778	Wunderground	2	1
#8DD3C7	1510592400	2.25	Wunderground	2	1
#8DD3C7	1510678800	3.77777777777778	Wunderground	2	1
#8DD3C7	1510765200	5.55555555555556	Wunderground	2	1
#8DD3C7	1510851600	-1.44444444444444	Wunderground	2	1
#8DD3C7	1510938000	-1.75	Wunderground	2	1
#8DD3C7	1511024400	0.499999999999999	Wunderground	2	1
#8DD3C7	1511110800	-6.11111111111111	Wunderground	2	1
#8DD3C7	1511197200	5.5	Wunderground	2	1
#8DD3C7	1511283600	2.16666666666667	Wunderground	2	1
#8DD3C7	1511370000	-3.88888888888889	Wunderground	2	1
#8DD3C7	1511456400	3.88888888888889	Wunderground	2	1
#8DD3C7	1511542800	5.58333333333333	Wunderground	2	1
#8DD3C7	1511629200	-2.27777777777778	Wunderground	2	1
#8DD3C7	1511715600	-3.69444444444444	Wunderground	2	1
#8DD3C7	1511802000	-0.222222222222221	Wunderground	2	1
#8DD3C7	1511888400	4.38888888888889	Wunderground	2	1
#8DD3C7	1511974800	3.27777777777778	Wunderground	2	1
#8DD3C7	1512061200	3.38888888888889	Wunderground	2	1
#8DD3C7	1512147600	1.88888888888889	Wunderground	2	1
#8DD3C7	1512234000	0.777777777777777	Wunderground	2	1
#8DD3C7	1512320400	1.75	Wunderground	2	1
#8DD3C7	1512406800	7.38888888888889	Wunderground	2	1
#8DD3C7	1512493200	2.11111111111111	Wunderground	2	1
#8DD3C7	1512579600	0.583333333333334	Wunderground	2	1
#8DD3C7	1512666000	-0.555555555555556	Wunderground	2	1
#8DD3C7	1512752400	-0.722222222222223	Wunderground	2	1
#8DD3C7	1512838800	-3.33333333333333	Wunderground	2	1
#8DD3C7	1512925200	-9.41666666666667	Wunderground	2	1
#8DD3C7	1513011600	-9.22222222222222	Wunderground	2	1
#8DD3C7	1513098000	-11.3333333333333	Wunderground	2	1
#8DD3C7	1513184400	-14.8888888888889	Wunderground	2	1
#8DD3C7	1513270800	-11.6388888888889	Wunderground	2	1
#8DD3C7	1513357200	-11.2777777777778	Wunderground	2	1
#8DD3C7	1513443600	-13.3333333333333	Wunderground	2	1
#8DD3C7	1513530000	-12.1111111111111	Wunderground	2	1
#8DD3C7	1513616400	-5.11111111111111	Wunderground	2	1
#8DD3C7	1513702800	-2.88888888888889	Wunderground	2	1
#8DD3C7	1513789200	-12.1666666666667	Wunderground	2	1
#8DD3C7	1513875600	-13.3611111111111	Wunderground	2	1
#8DD3C7	1513962000	-7.5	Wunderground	2	1
#8DD3C7	1514048400	-7	Wunderground	2	1
#8DD3C7	1514134800	-7.88888888888889	Wunderground	2	1
#8DD3C7	1514221200	-12	Wunderground	2	1
#8DD3C7	1514307600	-19.6111111111111	Wunderground	2	1
#8DD3C7	1514394000	-22.8888888888889	Wunderground	2	1
#8DD3C7	1514480400	-20.1111111111111	Wunderground	2	1
#8DD3C7	1514566800	-18.8888888888889	Wunderground	2	1
#8DD3C7	1514653200	-20.3888888888889	Wunderground	2	1
#8DD3C7	1514739600	-21.1111111111111	Wunderground	2	1
#8DD3C7	1514826000	-19.1111111111111	Wunderground	2	1
#8DD3C7	1514912400	-13.3333333333333	Wunderground	2	1
#8DD3C7	1514998800	-9	Wunderground	2	1
#8DD3C7	1515085200	-19.75	Wunderground	2	1
#8DD3C7	1515171600	-22	Wunderground	2	1
#8DD3C7	1515258000	-20.4166666666667	Wunderground	2	1
#8DD3C7	1515344400	-6.02777777777778	Wunderground	2	1
#8DD3C7	1515430800	-0.722222222222223	Wunderground	2	1
#8DD3C7	1515517200	-4.44444444444444	Wunderground	2	1
#8DD3C7	1515603600	4.22222222222222	Wunderground	2	1
#8DD3C7	1515690000	7.30555555555556	Wunderground	2	1
#8DD3C7	1515776400	-12.2222222222222	Wunderground	2	1
#8DD3C7	1515862800	-19.4444444444444	Wunderground	2	1
#8DD3C7	1515949200	-19	Wunderground	2	1
#8DD3C7	1516035600	-11.0555555555556	Wunderground	2	1
#8DD3C7	1516122000	-8.41666666666667	Wunderground	2	1
#8DD3C7	1516208400	-4.5	Wunderground	2	1
#8DD3C7	1516294800	-2.22222222222222	Wunderground	2	1
#8DD3C7	1516381200	3.33333333333333	Wunderground	2	1
#8DD3C7	1516467600	-1.72222222222222	Wunderground	2	1
#8DD3C7	1516554000	-6.94444444444445	Wunderground	2	1
#8DD3C7	1516640400	-3.36111111111111	Wunderground	2	1
#8DD3C7	1516726800	-8.36111111111111	Wunderground	2	1
#8DD3C7	1516813200	-12.3888888888889	Wunderground	2	1
#8DD3C7	1516899600	-11.2777777777778	Wunderground	2	1
#8DD3C7	1516986000	0.999999999999998	Wunderground	2	1
#8DD3C7	1517072400	2.36111111111111	Wunderground	2	1
#8DD3C7	1517158800	-8.77777777777778	Wunderground	2	1
#8DD3C7	1517245200	-9.44444444444444	Wunderground	2	1
#8DD3C7	1517331600	-12.2222222222222	Wunderground	2	1
#8DD3C7	1517418000	-1.16666666666667	Wunderground	2	1
#8DD3C7	1517504400	-15	Wunderground	2	1
#8DD3C7	1517590800	-11.8611111111111	Wunderground	2	1
#8DD3C7	1517677200	-3.52777777777778	Wunderground	2	1
#8DD3C7	1517763600	-9.44444444444444	Wunderground	2	1
#8DD3C7	1517850000	-7.72222222222222	Wunderground	2	1
#8DD3C7	1517936400	-10.5555555555556	Wunderground	2	1
#8DD3C7	1518022800	-9.38888888888889	Wunderground	2	1
#8DD3C7	1518109200	-8.11111111111111	Wunderground	2	1
#8DD3C7	1518195600	-5.55555555555556	Wunderground	2	1
#8DD3C7	1518282000	-5	Wunderground	2	1
#8DD3C7	1518368400	-4.80555555555556	Wunderground	2	1
#8DD3C7	1518454800	-7.55555555555556	Wunderground	2	1
#8DD3C7	1518541200	1.13888888888889	Wunderground	2	1
#8DD3C7	1518627600	2.77777777777778	Wunderground	2	1
#8DD3C7	1518714000	-1.27777777777778	Wunderground	2	1
#8DD3C7	1518800400	-6.91666666666667	Wunderground	2	1
#8DD3C7	1518886800	-1.66666666666667	Wunderground	2	1
#8DD3C7	1518973200	1.66666666666667	Wunderground	2	1
#8DD3C7	1519059600	1.66666666666667	Wunderground	2	1
#8DD3C7	1519146000	1.47222222222222	Wunderground	2	1
#8DD3C7	1519232400	-5.72222222222222	Wunderground	2	1
#8DD3C7	1519318800	-1	Wunderground	2	1
#8DD3C7	1519405200	2.5	Wunderground	2	1
#8DD3C7	1519491600	-0.166666666666666	Wunderground	2	1
#8DD3C7	1519578000	3.22222222222222	Wunderground	2	1
#8DD3C7	1519664400	5.30555555555556	Wunderground	2	1
#8DD3C7	1519750800	5.13888888888889	Wunderground	2	1
#8DD3C7	1519837200	0.833333333333333	Wunderground	2	1
#8DD3C7	1519923600	-1	Wunderground	2	1
#8DD3C7	1520010000	2.22222222222222	Wunderground	2	1
#8DD3C7	1520096400	1.52777777777778	Wunderground	2	1
#8DD3C7	1520182800	0.722222222222221	Wunderground	2	1
#8DD3C7	1520269200	-0.555555555555556	Wunderground	2	1
#8DD3C7	1520355600	-0.388888888888889	Wunderground	2	1
#8DD3C7	1520442000	-1.66666666666667	Wunderground	2	1
#8DD3C7	1520528400	-1.66666666666667	Wunderground	2	1
#8DD3C7	1520614800	-2.02777777777778	Wunderground	2	1
#8DD3C7	1520701200	-0.25	Wunderground	2	1
#8DD3C7	1520787600	1.66666666666667	Wunderground	2	1
#8DD3C7	1520874000	-0.333333333333333	Wunderground	2	1
#8DD3C7	1520960400	-0.499999999999999	Wunderground	2	1
#8DD3C7	1521046800	-0.166666666666666	Wunderground	2	1
#8DD3C7	1521133200	-5	Wunderground	2	1
#8DD3C7	1521219600	-8.61111111111111	Wunderground	2	1
#8DD3C7	1521306000	-10.7777777777778	Wunderground	2	1
#8DD3C7	1521392400	-8.88888888888889	Wunderground	2	1
#8DD3C7	1521478800	-5.27777777777778	Wunderground	2	1
#8DD3C7	1521565200	-4.33333333333333	Wunderground	2	1
#8DD3C7	1521651600	1.05555555555555	Wunderground	2	1
#8DD3C7	1521738000	2.77777777777778	Wunderground	2	1
#8DD3C7	1521824400	-1.22222222222222	Wunderground	2	1
#8DD3C7	1521910800	0.583333333333334	Wunderground	2	1
#8DD3C7	1521997200	0.999999999999998	Wunderground	2	1
#8DD3C7	1522083600	4.83333333333333	Wunderground	2	1
#8DD3C7	1522170000	3.5	Wunderground	2	1
#8DD3C7	1522256400	4.44444444444444	Wunderground	2	1
#8DD3C7	1522342800	4	Wunderground	2	1
#8DD3C7	1522429200	6.11111111111111	Wunderground	2	1
#8DD3C7	1522515600	2	Wunderground	2	1
#8DD3C7	1522602000	1.66666666666667	Wunderground	2	1
#8DD3C7	1522688400	3.61111111111111	Wunderground	2	1
#8DD3C7	1522774800	0.555555555555556	Wunderground	2	1
#8DD3C7	1522861200	-6.61111111111111	Wunderground	2	1
#8DD3C7	1522947600	-0.222222222222221	Wunderground	2	1
#8DD3C7	1523034000	0	Wunderground	2	1
#8DD3C7	1523120400	-0.750000000000001	Wunderground	2	1
#8DD3C7	1523206800	-4.44444444444444	Wunderground	2	1
#8DD3C7	1523293200	0.0833333333333335	Wunderground	2	1
#8DD3C7	1523379600	4.77777777777778	Wunderground	2	1
#8DD3C7	1523466000	4.38888888888889	Wunderground	2	1
#8DD3C7	1523552400	7.22222222222222	Wunderground	2	1
#8DD3C7	1523638800	-1.66666666666667	Wunderground	2	1
#8DD3C7	1523725200	-2.22222222222222	Wunderground	2	1
#8DD3C7	1523811600	0.583333333333334	Wunderground	2	1
#8DD3C7	1523898000	2	Wunderground	2	1
#8DD3C7	1523984400	3.83333333333333	Wunderground	2	1
